lead_id,deterministic_tier,llm_score,llm_rationale,score_divergence,scores_aligned
L2066,tier3,30,"HR Manager at an AI company. Non-technical role, though showing medium intent due to company-wide activity.",10,true
L1271,tier3,25,"Financial analyst in the travel industry using freemail. High account intent is likely driven by other departments, but this lead is non-technical.",5,true
L1542,tier2,70,Software engineer at a software company with medium intent and positive campaign engagement. Solid PLG/sales candidate.,15,true
L2198,tier2,55,Fractional CTO at a small AI/ML company showing low intent signals. Good target profile but low engagement.,0,true
L2462,tier3,5,Office manager at a real estate firm. Completely non-target persona for GPU cloud infrastructure.,15,true
L2876,tier3,12,"Closed-lost lead with email opt-out and DNC flag set. Despite competitor churn intent, outreach is restricted.",8,true
L1029,tier2,82,ML engineer at a software firm showing high surging intent and competitor tool churn signals.,27,true
L1497,tier1,85,VP of Engineering at an AI/ML company with HubSpot lifecycle stage already in progress as an opportunity.,5,true
L2501,tier2,48,"Technical IC with missing company data, but displaying moderate doc traffic and infrastructure expansion.",7,true
L2515,tier3,15,Marketing manager with very low intent score despite a minor trial spike.,5,true
L1195,tier2,40,Applied scientist using a freemail address at a large software enterprise. Potential shadow IT buyer.,15,true
L1080,tier3,10,Undergraduate student using a yahoo email account. Unlikely to be a commercial revenue opportunity.,10,true
L1468,tier3,5,"HR manager at a logistics firm with a closed-lost history, DNC flag, and email opt-out.",15,true
L1094,tier3,15,Student at an academic institution with low intent signals.,5,true
L2531,tier3,30,"Software engineer at a marketing agency. Moderate intent, but industry is outside core AI/ML SaaS.",10,true
L1961,tier3,45,"Freelancer at an academic polytechnic showing high surging intent and trial spike, but educational context lowers tier.",25,true
L2611,tier2,88,"Senior ML Engineer with extremely high intent, surging activity, recent funding, and prior campaign engagement.",33,false
L1606,tier2,84,Senior software engineer at a software firm with high surging intent and competitor churn signal.,29,true
L1727,tier2,35,ML engineer with closed-lost history and email opt-out set.,20,true
L2039,tier2,70,"Computer Vision engineer at an AI/ML firm with strong intent signals, though email opt-out is enabled.",15,true
L1810,tier2,86,"SRE at an AI/ML software company showing high surging intent, trial spikes, and competitor churn.",31,false
L2206,tier3,12,Freelancer at an educational institution with low intent signals.,8,true
L2075,tier3,35,"Postdoc at a university using a freemail address, despite high intent score and surging activity.",15,true
L2843,tier2,78,SVP Engineering at an early-stage AI/ML startup showing solid intent signals and hiring activity.,23,true
L2387,tier2,75,"Chief AI Officer with high intent and surging signals, but using a freemail address and missing company verification.",20,true
L1843,tier1,90,Director of Platform Engineering at an AI/ML software company with very high surging intent and trial spike.,0,true
L2004,tier2,80,"Head of Engineering at an AI/ML startup showing good intent, trial spikes, and decision-maker seniority.",25,true
L2430,tier2,60,"ML engineer with moderate intent and trial spike, but has an email opt-out and unqualified CRM status.",5,true
L2437,tier2,82,"Head of Engineering with top-tier intent signals, though email opt-out is flagged.",27,true
L1829,tier3,45,"Customer Success Manager at a software company. High engagement and intent, but non-technical role.",25,true
L2905,tier3,20,Social Media Manager at a tech company. Low intent and non-technical role.,0,true
L1804,tier3,68,"ML engineer at a marketing agency showing high intent and trial spikes, offset slightly by non-AI industry.",48,false
L2734,tier2,65,Software engineer at an AI/ML startup who is already an existing customer.,10,true
L2027,tier3,10,"Financial analyst at a nail salon has minimal relevance to AI GPU infrastructure, despite a low intent score.",10,true
L2028,tier2,15,"Research scientist in logistics, but CRM shows closed-lost status, email opt-out, and DNC flags.",40,false
L1162,tier2,92,"Senior ML engineer at an AI/ML company showing high intent, surging GPU usage, and competitor tool churn signals.",37,false
L1805,tier2,75,Computer Vision engineer at a software company with surging trial GPU usage and pricing page visits.,20,true
L1812,tier2,88,ML engineer at an existing customer account with high intent scores and hiring signals.,33,false
L2438,tier2,60,"Deep Learning engineer using a freemail address, but associated with an AI company showing medium intent.",5,true
L2878,tier2,45,Backend engineer with low intent and unverifiable company industry.,10,true
L2460,tier2,85,"VP of Engineering with high surging intent and competitor churn signals, despite past closed-lost status.",30,true
L1976,tier3,25,Independent consultant at a construction company; high intent metrics are likely noise or misattributed.,5,true
L1067,tier2,40,"Head of AI with high intent, but CRM indicates an open deal with email opt-out and churn flags.",15,true
L2502,tier3,5,Freelancer listing an education domain with minimal intent signals.,15,true
L1647,tier2,50,"Software engineer using a freemail address with high intent signals, but no verifiable company.",5,true
L1701,tier2,90,"NLP engineer at a large entity with very high intent, surging metrics, and recent funding.",35,false
L2677,tier3,30,"Managing partner at an AI company, but the role is non-technical, lowering near-term PLG fit.",10,true
L1079,tier2,80,Software engineer at a mid-sized software company showing strong GPU usage trial spikes and high intent.,25,true
L2863,tier3,5,Student on an educational domain with opt-out flags and low intent.,15,true
L1252,tier3,5,Student at a university with low intent and no enterprise relevance.,15,true
L1894,tier3,5,MS Student at an institute of technology with negligible intent.,15,true
L1800,tier2,70,Owner at an AI/ML software company with active deal status and medium intent signals.,15,true
L2120,tier3,15,Enthusiast title with closed-lost history and medium intent that likely represents personal interest.,5,true
L1833,tier3,20,Builder title at a large software enterprise with medium intent but unclear technical scope.,0,true
L2798,suppress,0,Clearly a fake or spam record with dummy email address and opt-out flags.,,true
L2624,tier2,65,"Data scientist at a boutique AI lab, though CRM shows a lack of recent engagement.",10,true
L1057,tier3,30,CTO at a construction company; unlikely to be a primary GPU infrastructure buyer.,10,true
L2685,tier3,40,"Missing job title at an AI company, making seniority and technical relevance difficult to assess.",20,true
L2450,tier3,55,"Missing job title at an AI software company, but strong surging intent and trial spikes warrant attention.",35,false
L1573,tier2,50,SVP of Engineering at a travel company with medium intent signals.,5,true
L2005,tier2,65,Consultant at an AI software company with solid intent signals and traffic increases.,10,true
L2130,tier3,20,Undergraduate student at an AI company; likely an intern with low purchasing authority.,0,true
L2183,tier2,55,Data scientist using a freemail address with moderate intent metrics.,0,true
L2468,tier3,15,Non-technical landscaping company with low intent and no urgency.,5,true
L1878,tier2,40,"Technical data scientist at tiny software company, but very low intent.",15,true
L1377,tier3,45,"ML engineer in logistics with campaign engagement, but non-AI core business.",25,true
L1952,tier3,55,"Missing title in AI/ML software company, but good intent signals and hiring for ML roles.",35,false
